plot_size,date_surveyed,date_entered,botanist,site,plot,species_original,cover,species,notes,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,55,SPOCRY,6,SPOCRY,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,55,BOUCUR,6,BOUCUR,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,55,CENSTO,2,CENSTO,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,55,PANVIR,6,PANVIR,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,55,Fescue?,0.2,Poaceae,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,55,SCHSCO,6,SCHSCO,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,55,SILVUL,2,SILVUL,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,55,SPOCLA,20,SPOCRY,,,
1,2015-09-14,,,NW Station,56,BROINE,0.5,BROINE,,,
1,2015-09-14,,,NW Station,56,CENSTO,3,CENSTO,,,
1,2015-09-14,,,NW Station,56,SPOCRY,17,SPOCRY,,,
1,2015-09-14,,,NW Station,56,STEMED,0.01,STEMED,,,
1,2016-08-31,,,NW Station,56,BOUCUR,0.5,BOUCUR,,,
1,2016-08-31,,,NW Station,56,CENSTO,4,CENSTO,,,
1,2016-08-31,,,NW Station,56,ELYSPP,0.3,ELYSPP,,,
1,2016-08-31,,,NW Station,56,SPOSPP,24,SPOCRY,,,
1,2016-08-31,,,NW Station,56,STESPP,0.2,STEMED,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,56,BOUCUR,3,BOUCUR,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,56,CENSTO,4,CENSTO,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,56,ELYCAN,0.5,ELYCAN,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,56,POAPRA,0.1,POAPRA,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,56,SILVUL,0.01,SILVUL,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,56,SPOCRY,25,SPOCRY,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,56,BOUCUR,6,BOUCUR,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,56,CENSTO,4,CENSTO,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,56,Fescue?,0.1,Poaceae,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,56,SPOCLA,45,SPOCRY,,,
1,2015-09-14,,,NW Station,57,BROINE,8,BROINE,,,
1,2015-09-14,,,NW Station,57,CENSTO,6,CENSTO,,,
1,2015-09-14,,,NW Station,57,PENDIG,0.7,PENDIG,,,
1,2015-09-14,,,NW Station,57,SPOCRY,25,SPOCRY,,,
1,2015-09-14,,,NW Station,57,VERTHA,5,VERTHA,,,
1,2016-08-31,,,NW Station,57,BROINE,0.5,BROINE,,,
1,2016-08-31,,,NW Station,57,CENSTO,4,CENSTO,,,
1,2016-08-31,,,NW Station,57,PENDIG,1,PENDIG,,,
1,2016-08-31,,,NW Station,57,SPOSPP,18,SPOCRY,,,
1,2016-08-31,,,NW Station,57,STESPP,0.1,STEMED,,,
1,2016-08-31,,,NW Station,57,VERTHA,0.1,VERTHA,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,57,BERINC,0.1,BERINC,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,57,BOUCUR,2,BOUCUR,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,57,BROINE,0.1,BROINE,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,57,CENSTO,7,CENSTO,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,57,PENDIG,1,PENDIG,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,57,SILVUL,0.1,SILVUL,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,57,SPOCRY,20,SPOCRY,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,57,BOUCUR,7,BOUCUR,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,57,BROINE,1,BROINE,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,57,CENSTO,3,CENSTO,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,57,SILVUL,0.5,SILVUL,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,57,SPOCLA,40,SPOCRY,,,
1,2015-09-14,,,NW Station,58,BOUCUR,0.4,BOUCUR,,,
1,2015-09-14,,,NW Station,58,CENSTO,15,CENSTO,,,
1,2015-09-14,,,NW Station,58,CHEALB,0.4,CHEALB,,,
1,2015-09-14,,,NW Station,58,DIGSAN,1,DIGSAN,,,
1,2015-09-14,,,NW Station,58,ELYSPP,1,ELYSPP,,,
1,2015-09-14,,,NW Station,58,PANCAP,9,PANCAP,,,
1,2015-09-14,,,NW Station,58,POACOM,0.2,POACOM,,,
1,2015-09-14,,,NW Station,58,SCHSCO,0.3,SCHSCO,,,
1,2015-09-14,,,NW Station,58,SPOCRY,6,SPOCRY,,,
1,2016-08-31,,,NW Station,58,BOUCUR,1,BOUCUR,,,
1,2016-08-31,,,NW Station,58,CENSTO,9,CENSTO,,,
1,2016-08-31,,,NW Station,58,PANVIR,1,PANVIR,,,
1,2016-08-31,,,NW Station,58,PLALAN,0.2,PLALAN,,,
1,2016-08-31,,,NW Station,58,SCHSCO,2,SCHSCO,,,
1,2016-08-31,,,NW Station,58,SPOSPP,8,SPOCRY,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,58,BOUCUR,6,BOUCUR,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,58,CENSTO,4,CENSTO,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,58,DAUPUR,1,DALPUR,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,58,PANVIR,1,PANVIR,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,58,SCHSCO,5,SCHSCO,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,58,SILVUL,1,SILVUL,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,58,SPOCRY,5,SPOCRY,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,58,BOUCUR,3,BOUCUR,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,58,BROINE,0.3,BROINE,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,58,CENSTO,1,CENSTO,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,58,ELYCAN,0.5,ELYCAN,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,58,Fescue?,0.2,Poaceae,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,58,SCHSCO,8,SCHSCO,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,58,SPOCLA,45,SPOCRY,,,
1,2015-09-14,,,NW Station,59,BERINC,1,BERINC,,,
1,2015-09-14,,,NW Station,59,BROINE,10,BROINE,,,
1,2015-09-14,,,NW Station,59,CENSTO,13,CENSTO,,,
1,2015-09-14,,,NW Station,59,DIGSAN,2,DIGSAN,,,
1,2015-09-14,,,NW Station,59,SCHSCO,0.5,SCHSCO,,,
1,2015-09-14,,,NW Station,59,SPOCRY,2,SPOCRY,,,
1,2015-09-14,,,NW Station,59,STEMED,0.01,STEMED,,,
1,2016-08-31,,,NW Station,59,BERINC,0.5,BERINC,,,
1,2016-08-31,,,NW Station,59,BROINE,1,BROINE,,,
1,2016-08-31,,,NW Station,59,CENSTO,4,CENSTO,,,
1,2016-08-31,,,NW Station,59,SCHSCO,2,SCHSCO,,,
1,2016-08-31,,,NW Station,59,SPOSPP,7,SPOCRY,,,
1,2016-08-31,,,NW Station,59,STESPP,0.1,STEMED,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,59,BOUCUR,3,BOUCUR,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,59,BROINE,1,BROINE,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,59,CENSTO,6,CENSTO,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,59,SCHSCO,7,SCHSCO,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,59,SPOCRY,6,SPOCRY,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,59,BOUCUR,8,BOUCUR,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,59,BROINE,5,BROINE,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,59,CENSTO,1,CENSTO,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,59,SCHSCO,10,SCHSCO,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,59,SPOCLA,10,SPOCRY,,,
1,2015-09-14,,,NW Station,60,BROINE,6,BROINE,,,
1,2015-09-14,,,NW Station,60,CENSTO,7,CENSTO,,,
1,2015-09-14,,,NW Station,60,PANCAP,1,PANCAP,,,
1,2015-09-14,,,NW Station,60,SPOCRY,25,SPOCRY,,,
1,2016-08-31,,,NW Station,60,CENSTO,1,CENSTO,,,
1,2016-08-31,,,NW Station,60,SILVUL,0.01,SILVUL,,,
1,2016-08-31,,,NW Station,60,SPOSPP,16,SPOCRY,,,
1,2016-08-31,,,NW Station,60,STESPP,0.01,STEMED,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,60,CENSTO,2,CENSTO,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,60,CONCAN,0.01,CONCAN,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,60,SILVUL,0.5,SILVUL,,,
1,2017-08-22,2018-01-08,Anna M. Groves,NW Station,60,SPOCRY,30,SPOCRY,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,60,BOUCUR,5,BOUCUR,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,60,BROINE,0.5,BROINE,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,60,CENSTO,1,CENSTO,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,60,Fescue?,0.2,Poaceae,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,60,SCHSCO,1,SCHSCO,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,60,SILVUL,3,SILVUL,,,
1,2018-07-31,2018-12-18,Lars A. Brudvig,NW Station,60,SPOCLA,50,SPOCRY,,,
1,2015-09-23,,,SW Station,1,DICSPP,15,DICSPP,,,
1,2015-09-23,,,SW Station,1,ELYSPP,8,ELYSPP,,,
1,2015-09-23,,,SW Station,1,RUMACE,0.1,RUMACE,,,
1,2015-09-23,,,SW Station,1,STEMED,0.01,STEMED,,,
1,2015-09-23,,,SW Station,1,TRIARV,0.01,TRIARV,,,
1,2015-09-23,,,SW Station,1,Rhus? Opposite. Piv.,0.2,unknown,,,
1,2015-09-23,,,SW Station,1,vetch,0.2,VICSPP,,,
1,2016-09-01,,,SW Station,1,DIGSAN?,0.1,DIGSAN,,,
1,2016-09-01,,,SW Station,1,ELYSPP,10,ELYSPP,,,
1,2016-09-01,,,SW Station,1,OXASPP,5,OXASTR,,,
1,2016-09-01,,,SW Station,1,PANDIC?,10,PANDIC,,,
1,2016-09-01,,,SW Station,1,PLALAN,7,PLALAN,,,
1,2016-09-01,,,SW Station,1,RUMACE,33,RUMACE,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,1,ASCSYR,30,ASCSYR,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,1,CHEALB,0.1,CHEALB,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,1,DIGCOG,40,DIGCOG,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,1,ELYREP,1,ELYREP,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,1,PLALAN,1,PLALAN,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,1,RUMACE,10,RUMACE,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,1,TRIARV,0.5,TRIARV,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,1,ASCSYR,10,ASCSYR,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,1,BERINC,6,BERINC,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,1,CONCAN,2,CONCAN,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,1,CORLAN,2,CORLAN,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,1,DIGCOG,30,DIGCOG,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,1,ELYREP,1,ELYREP,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,1,UK Bindweed,0.5,FALCON,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,1,HIESPP,1,HIESPP,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,1,RUMACL,25,RUMACL,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,1,UK Trogopogon,5,TRASPP,,,
1,2015-09-23,,,SW Station,2,ALLSPP,0.2,ALLVIN,,,
1,2015-09-23,,,SW Station,2,CHEALB,0.4,CHEALB,,,
1,2015-09-23,,,SW Station,2,ELYREP,25,ELYREP,,,
1,2015-09-23,,,SW Station,2,MOLVER,0.1,MOLVER,,,
1,2015-09-23,,,SW Station,2,PLALAN,5,PLALAN,,,
1,2015-09-23,,,SW Station,2,RUMACE,2,RUMACE,,,
1,2015-09-23,,,SW Station,2,SOLCAR,5,SOLCAR,,,
1,2015-09-23,,,SW Station,2,vetch sp.,0.2,VICSPP,,,
1,2016-09-01,,,SW Station,2,DIGSAN?,3,DIGSAN,,,
1,2016-09-01,,,SW Station,2,ELYSPP,15,ELYSPP,,,
1,2016-09-01,,,SW Station,2,OXASPP,5,OXASTR,,,
1,2016-09-01,,,SW Station,2,PLALAN,7,PLALAN,,,
1,2016-09-01,,,SW Station,2,RUMACE,6,RUMACE,,,
1,2016-09-01,,,SW Station,2,SOLCAR,15,SOLCAR,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,2,CONCAN,5,CONCAN,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,2,CORLAN,7,CORLAN,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,2,DIGCOG,5,DIGCOG,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,2,ELYREP,2,ELYREP,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,2,PLALAN,4,PLALAN,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,2,RUMACE,2,RUMACE,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,2,SILLAT,0.3,SILLAT,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,2,SOLCAR,7,SOLCAR,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,2,CONCAN,1.5,CONCAN,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,2,CORLAN,3,CORLAN,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,2,DIGCOG,5,DIGCOG,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,2,ELYREP,2,ELYREP,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,2,PLALAN,7,PLALAN,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,2,RUMACL,15,RUMACL,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,2,SOLCAR,20,SOLCAR,,,
1,2015-09-23,,,SW Station,3,ALLSPP,0.4,ALLVIN,,,
1,2015-09-23,,,SW Station,3,DICSPP,0.3,DICSPP,,,
1,2015-09-23,,,SW Station,3,DIGSAN,0.3,DIGSAN,,,
1,2015-09-23,,,SW Station,3,ELYSPP,5,ELYSPP,,,
1,2015-09-23,,,SW Station,3,MOLVER,80,MOLVER,,,
1,2015-09-23,,,SW Station,3,SOLCAR,4,SOLCAR,,,
1,2015-09-23,,,SW Station,3,vetch sp.,3,VICSPP,,,
1,2016-09-01,,,SW Station,3,CONCAN,1,CONCAN,,,
1,2016-09-01,,,SW Station,3,DIGSAN?,25,DIGSAN,,,
1,2016-09-01,,,SW Station,3,ELYSPP,6,ELYSPP,,,
1,2016-09-01,,,SW Station,3,MOLVER,5,MOLVER,,,
1,2016-09-01,,,SW Station,3,OXASPP,6,OXASTR,,,
1,2016-09-01,,,SW Station,3,PLALAN,1,PLALAN,,,
1,2016-09-01,,,SW Station,3,carpetgrass,3,Poaceae carpetgrass,,,
1,2016-09-01,,,SW Station,3,RUMACE,1,RUMACE,,,
1,2016-09-01,,,SW Station,3,SOLCAR,25,SOLCAR,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,3,BERINC,0.2,BERINC,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,3,DIGCOG,4,DIGCOG,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,3,ELYREP,10,ELYREP,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,3,PLALAN,3,PLALAN,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,3,RUMACE,4,RUMACE,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,3,SOLCAR,20,SOLCAR,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,3,BERINC,5,BERINC,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,3,DIGCOG,5,DIGCOG,Oen not bie,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,3,ELYREP,10,ELYREP,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,3,PLALAN,6,PLALAN,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,3,RUMACL,35,RUMACL,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,3,SOLCAR,15,SOLCAR,,,
1,2015-09-23,,,SW Station,4,ALLSPP,0.01,ALLVIN,,,
1,2015-09-23,,,SW Station,4,BERINC,30,BERINC,,,
1,2015-09-23,,,SW Station,4,DICSPP,6,DICSPP,,,
1,2015-09-23,,,SW Station,4,MOLVER,0.5,MOLVER,,,
1,2015-09-23,,,SW Station,4,OXASTR,4,OXASTR,,,
1,2015-09-23,,,SW Station,4,PLALAN,3,PLALAN,,,
1,2015-09-23,,,SW Station,4,SOLCAR,20,SOLCAR,,,
1,2015-09-23,,,SW Station,4,spindly,2,unknown,,,
1,2015-09-23,,,SW Station,4,vetch,2,VICSPP,,,
1,2016-09-01,,,SW Station,4,BERINC,0.1,BERINC,,,
1,2016-09-01,,,SW Station,4,CONCAN,2,CONCAN,,,
1,2016-09-01,,,SW Station,4,CORLAN,4,CORLAN,,,
1,2016-09-01,,,SW Station,4,DIGSAN?,7,DIGSAN,,,
1,2016-09-01,,,SW Station,4,MOLVER,0.2,MOLVER,,,
1,2016-09-01,,,SW Station,4,OXASPP,10,OXASTR,,,
1,2016-09-01,,,SW Station,4,PANDIC?,2,PANDIC,,,
1,2016-09-01,,,SW Station,4,PLALAN,20,PLALAN,,,
1,2016-09-01,,,SW Station,4,carpetgrass,2,Poaceae carpetgrass,,,
1,2016-09-01,,,SW Station,4,RUMACE,9,RUMACE,,,
1,2016-09-01,,,SW Station,4,SOLCAR,15,SOLCAR,,,
1,2016-09-01,,,SW Station,4,rosette,2,unknown,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,4,unknown_asteraceae_stem_leaves_yellow,0.3,Asteraceae stem_leaves_yellow,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,4,BERINC,4,BERINC,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,4,CORLAN,2,CORLAN,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,4,DIGCOG,3,DIGCOG,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,4,PLALAN,9,PLALAN,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,4,RUMACE,16,RUMACE,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,4,SOLCAR,10,SOLCAR,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,4,AMBART,3.5,AMBART,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,4,BERINC,20,BERINC,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,4,DIGCOG,3,DIGCOG,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,4,HIESPP,1,HIESPP,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,4,PLALAN,13,PLALAN,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,4,RUMACL,5,RUMACL,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,4,SOLCAR,15,SOLCAR,,,
1,2015-09-23,,,SW Station,5,CORLAN,0.2,CORLAN,,,
1,2015-09-23,,,SW Station,5,DALPUR,0.1,DALPUR,,,
1,2015-09-23,,,SW Station,5,DIGSAN,45,DIGSAN,,,
1,2015-09-23,,,SW Station,5,ELYSPP,3,ELYSPP,,,
1,2015-09-23,,,SW Station,5,LESCAP,0.7,LESCAP,,,
1,2015-09-23,,,SW Station,5,OXASTR,7,OXASTR,,,
1,2015-09-23,,,SW Station,5,RUMACE,0.5,RUMACE,,,
1,2015-09-23,,,SW Station,5,SOLCAR,10,SOLCAR,,,
1,2015-09-23,,,SW Station,5,"""spindly""",1,unknown,,,
1,2015-09-23,,,SW Station,5,vetch sp.,5,VICSPP,,,
1,2016-09-01,,,SW Station,5,CORLAN,1,CORLAN,,,
1,2016-09-01,,,SW Station,5,DALPUR,0.5,DALPUR,,,
1,2016-09-01,,,SW Station,5,DIGSAN?,8,DIGSAN,,,
1,2016-09-01,,,SW Station,5,ELYSPP,5,ELYSPP,,,
1,2016-09-01,,,SW Station,5,LESCAP,0.5,LESCAP,,,
1,2016-09-01,,,SW Station,5,OXASPP,3,OXASTR,,,
1,2016-09-01,,,SW Station,5,PLALAN,6,PLALAN,,,
1,2016-09-01,,,SW Station,5,carpetgrass,0.1,Poaceae carpetgrass,,,
1,2016-09-01,,,SW Station,5,RUMACE,18,RUMACE,,,
1,2016-09-01,,,SW Station,5,SOLCAR,30,SOLCAR,,,
1,2016-09-01,,,SW Station,5,tiny mallow?,0.01,unknown,,,
1,2016-09-01,,,SW Station,5,Vinca?,0.5,VINSPP,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,5,CORLAN,10,CORLAN,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,5,DALPUR,0.1,DALPUR,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,5,DIGSAN,2,DIGSAN,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,5,ELYREP,10,ELYREP,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,5,LESCAP,0.2,LESCAP,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,5,PLALAN,12,PLALAN,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,5,RUMACE,20,RUMACE,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,5,SOLCAR,12,SOLCAR,,,
1,2017-08-18,2018-01-05,Anna M. Groves,SW Station,5,VICVIL,0.2,VICVIL,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,5,CONCAN,3,CONCAN,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,5,DIGCOG,5,DIGCOG,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,5,ELYREP,30,ELYREP,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,5,OXASTR,1,OXASTR,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,5,PLALAN,5,PLALAN,,,
1,2018-08-01,2018-08-21,Eric G. Behrens,SW Station,5,SOLCAR,20,SOLCAR,,,
1,2015-09-23,,,SW Station,6,CHEALB,4,CHEALB,,,
1,2015-09-23,,,SW Station,6,DIGSAN,4,DIGSAN,,,
1,2015-09-23,,,SW Station,6,ELYSPP,77,ELYSPP,,,
1,2015-09-23,,,SW Station,6,vetch,5,VICSPP,,,
1,2016-09-01,,,SW Station,6,CHEALB,0.2,CHEALB,,,
1,2016-09-01,,,SW Station,6,CONCAN,2,CONCAN,,,
1,2016-09-01,,,SW Station,6,DIGSPP,8,DIGSPP,,,
1,2016-09-01,,,SW Station,6,ELYSPP,40,ELYSPP,,,
1,2016-09-01,,,SW Station,6,MOLVER,0.5,MOLVER,,,
1,2016-09-01,,,SW Station,6,OXASPP,7,OXASTR,,,
1,2016-09-01,,,SW Station,6,PLALAN,1,PLALAN,,,
1,2016-09-01,,,SW Station,6,carpetgrass,1,Poaceae carpetgrass,,,
1,2016-09-01,,,SW Station,6,RUMACE,3,RUMACE,,,
1,2016-09-01,,,SW Station,6,VICSPP,2,VICSPP,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,6,CONCAN,1,CONCAN,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,6,DIGSAN,0.3,DIGSAN,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,6,ELYREP,65,ELYREP,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,6,OXASTR,0.8,OXASTR,or Festuca saximontana,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,6,RUMACE,2,RUMACE,,,
1,2017-08-18,2018-01-05,Lars A. Brudvig,SW Station,6,VICVIL,0.3,VICVIL,,,
1,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,6,ASCSYR,5,ASCSYR,,,
1,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,6,CONCAN,2,CONCAN,,,
1,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,6,DIGSAN,0.6,DIGSAN,,,
1,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,6,ELYREP,60,ELYREP,,,
1,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,6,OXASTR,0.5,OXASTR,,,
1,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,6,PLALAN,5,PLALAN,,,
1,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,6,RUMACL,8,RUMACL,,,
1,2018-08-01,2018-11-26,Lars A. Brudvig,SW Station,6,Stellaria sp.,0.2,STEMED,,,
1,2015-09-23,,,SW Station,7,CHESPP,1,CHEALB,,,
1,2015-09-23,,,SW Station,7,DIGSAN,5,DIGSAN,,,
1,2015-09-23,,,SW Station,7,ELPSPP,12,ELYSPP,,,
1,2015-09-23,,,SW Station,7,MOLVER,69,MOLVER,,,
1,2015-09-23,,,SW Station,7,OXASTR,5,OXASTR,,,
1,2015-09-23,,,SW Station,7,PLALAN,3,PLALAN,,,
1,2015-09-23,,,SW Station,7,RUMACE,1,RUMACE,,,
1,2015-09-23,,,SW Station,7,vetch,0.2,VICSPP,,,
1,2016-09-01,,,SW Station,7,DIGSPP,2,DIGSPP,,,
1,2016-09-01,,,SW Station,7,ELYSPP,20,ELYSPP,,,
1,2016-09-01,,,SW Station,7,MOLVER,4,MOLVER,,,
1,2016-09-01,,,SW Station,7,OXASPP,5,OXASTR,,,
1,2016-09-01,,,SW Station,7,PLALAN,14,PLALAN,,,
